iter	RMSE
309	59.53678591
310	59.20394557
311	58.87712252
312	58.69024392
313	58.25977632
314	57.9835449
315	57.8909399
316	57.39569577
317	57.17668481
318	56.8103855
319	56.71486985
320	56.49267174
321	56.16150636
322	56.03280805
323	55.7001835
324	55.51367165
325	55.16315667
326	54.7189245
327	54.52598512
328	54.20400289
329	53.86016575
330	53.49549141
331	53.23467347
332	52.83473726
333	52.5551479
334	52.386854
335	52.11708147
336	51.82010371
337	51.58201828
338	51.47539208
339	51.13798852
340	50.83256878
341	50.55327111
342	50.2636621
343	50.04550569
344	49.93759696
345	49.52995353
346	49.31987956
347	49.06551125
348	48.767423
349	48.49353929
350	48.1792087
351	47.97482749
352	47.73649467
353	47.51405124
354	47.23705905
355	47.04260356
356	46.94521401
357	46.69826347
358	46.50527834
359	46.26673062
360	46.02923008
361	45.84852282
362	45.65193644
363	45.49290512
364	45.36499368
365	45.19034659
366	44.93261098
367	44.78280832
368	44.52942159
369	44.24629623
370	44.07446069
371	43.98611232
372	43.91608166
373	43.73169636
374	43.61207867
375	43.30988099
376	43.10944804
377	42.96815665
378	42.76563288
379	42.61248819
380	42.4568625
381	42.39195615
382	42.09930996
383	42.02883037
384	41.95142551
385	41.77627235
386	41.51563007
387	41.29265163
388	41.13613458
389	40.98245474
390	40.86515064
391	40.59673385
392	40.37047029
393	40.24853101
394	40.07329374
395	39.88046606
396	39.64609631
397	39.46588869
398	39.29762376
399	39.10942906
400	38.94970288
401	38.73453191
402	38.53119939
403	38.38333937
404	38.23342747
405	38.20017943
406	38.05092632
407	37.98269949
408	37.76403876
409	37.46368146
410	37.28051751
411	37.08341824
412	36.89842272
413	36.71088908
414	36.50365629
415	36.40266064
416	36.33971276
417	36.18111433
418	35.95054973
419	35.83033775
420	35.56628476
421	35.33390923
422	35.21945346
423	35.01088299
424	34.86977368
425	34.77910762
426	34.71710831
427	34.66771214
428	34.61351802
429	34.47624118
430	34.35244663
431	34.20429195
432	34.13007778
433	33.99305117
434	33.81025763
435	33.65860817
436	33.54046297
437	33.37369302
438	33.23692315
439	33.08063877
440	32.90360499
441	32.81148579
442	32.70104897
443	32.4656585
444	32.25809164
445	32.16909085
446	31.93398669
447	31.89318808
448	31.807219
449	31.73208306
450	31.56176512
451	31.51938788
452	31.32577463
453	31.15419642
454	31.07081466
455	30.78916543
456	30.68028641
457	30.52668751
458	30.37566885
459	30.18480595
460	30.044603
461	29.9783209
462	29.86194944
463	29.74349466
464	29.59126203
465	29.53606088
466	29.42577434
467	29.31543488
468	29.17640991
469	29.04939797
470	28.86373578
471	28.79634475
472	28.70993853
473	28.55863597
474	28.46983251
475	28.29916434
476	28.24988412
477	28.16151846
478	27.9823539
479	27.91577047
480	27.83849612
481	27.66880239
482	27.62518345
483	27.49755557
484	27.34643809
485	27.20650995
486	27.05117753
487	26.94673167
488	26.84565035
489	26.74124438
490	26.63876576
491	26.52204067
492	26.35042403
493	26.1671024
494	26.02827062
495	25.96675172
496	25.7709809
497	25.67589384
498	25.59415765
499	25.43009001
500	25.33194609
501	25.20045807
502	25.1523187
503	24.99656087
504	24.92944127
505	24.77916246
506	24.6007781
507	24.46957035
508	24.35811238
509	24.25122649
510	24.14576401
511	24.12615452
512	23.99588381
513	23.87505183
514	23.80241423
515	23.64181115
516	23.52699306
517	23.40930842
518	23.35506584
519	23.20029061
520	23.05956566
521	22.99233805
522	22.90449944
523	22.8143185
524	22.78724171
525	22.6910895
526	22.562064
527	22.52619469
528	22.43339844
529	22.32685647
530	22.1902356
531	22.12502655
532	22.01509547
533	21.88046489
534	21.79796979
535	21.70818793
536	21.56399531
537	21.53730829
538	21.47898214
539	21.40796461
540	21.36180293
541	21.27147024
542	21.13809636
543	21.05368355
544	20.95157517
545	20.83226005
546	20.7875449
547	20.70337392
548	20.59428404
549	20.5521258
550	20.44745398
551	20.32723065
552	20.21670398
553	20.13032119
554	20.02548292
555	19.90145368
556	19.82075946
557	19.74791205
558	19.7267183
559	19.61366391
560	19.58018567
561	19.4658192
562	19.40577515
563	19.35918967
564	19.27325826
565	19.1515968
566	19.04569961
567	18.92116587
568	18.8833808
569	18.8427807
570	18.77991605
571	18.73763684
572	18.68222959
573	18.65894582
574	18.5570774
575	18.49545544
576	18.41844367
577	18.35172596
578	18.26333476
579	18.13275027
580	18.05531425
581	17.99955273
582	17.98779074
583	17.95915901
584	17.91802098
585	17.84905986
586	17.73177627
587	17.68663147
588	17.65810657
589	17.59665923
590	17.53328572
591	17.49689534
592	17.45510743
593	17.39742073
594	17.30016528
595	17.23247219
596	17.14260066
597	17.01562195
598	16.92663222
599	16.87935567
600	16.81388885
601	16.75355819
602	16.69640056
603	16.63313187
604	16.58159257
605	16.5180569
606	16.50675399
607	16.42721493
608	16.35456595
609	16.29995754
610	16.20354156
611	16.1458307
612	16.09552265
613	16.00887477
614	15.94253153
615	15.87441048
616	15.78544556
617	15.69632458
618	15.61440184
619	15.52819431
620	15.4992558
621	15.4169822
622	15.34019032
623	15.28793684
624	15.21820128
625	15.14819497
626	15.08857761
627	15.00785049
628	14.96271795
629	14.86254617
630	14.81151226
631	14.76255607
632	14.66090044
633	14.59197662
634	14.55548807
635	14.51473746
636	14.4703525
637	14.38159271
638	14.31245175
639	14.27750226
640	14.2207959
641	14.16723683
642	14.07589398
643	13.96488612
644	13.8760171
645	13.86133895
646	13.82695877
647	13.74616052
648	13.71098021
649	13.64494032
650	13.58589759
651	13.50390835
652	13.4391978
653	13.37579488
654	13.32752619
655	13.24391461
656	13.15900663
657	13.12756267
658	13.08580283
659	13.03252788
660	12.98504199
661	12.9589291
662	12.90085563
663	12.86049542
664	12.8324961
665	12.74503585
666	12.70525709
667	12.66410996
668	12.62496068
669	12.57353301
670	12.49965743
671	12.43124312
672	12.38617588
673	12.344314
674	12.30377606
675	12.24197866
676	12.21312928
677	12.18488518
678	12.15398648
679	12.12517157
680	12.07575795
681	12.02614933
682	11.97020621
683	11.9176399
684	11.86851887
685	11.86165049
686	11.84344677
687	11.77248556
688	11.72871317
689	11.70584012
690	11.68595072
691	11.63126409
692	11.60155305
693	11.58466183
694	11.52733849
695	11.47816468
696	11.43933075
697	11.4060577
698	11.35139086
699	11.30070471
700	11.25158733
701	11.21885693
702	11.16658171
703	11.11536034
704	11.09418508
705	11.07787339
706	11.03341695
707	10.98081752
708	10.95689624
709	10.92091742
710	10.87804371
711	10.8178435
712	10.78897606
713	10.73402873
714	10.67519809
715	10.63545783
716	10.57772766
717	10.56168142
718	10.54161446
719	10.50193309
720	10.48668676
721	10.44702093
722	10.41283927
723	10.36571229
724	10.33142336
725	10.28294148
726	10.24128643
727	10.18986624
728	10.15645052
729	10.12539595
730	10.08533407
731	10.0492345
732	10.00232949
733	9.983465628
734	9.958999297
735	9.907848499
736	9.879579526
737	9.831357855
738	9.789969174
739	9.739899608
740	9.715041846
741	9.673233791
742	9.622032677
743	9.605610131
744	9.549498653
745	9.540410395
746	9.531877648
747	9.493239527
748	9.431561236
749	9.389962883
750	9.351826553
751	9.316764529
752	9.313046209
753	9.28605019
754	9.259710331
755	9.251322319
756	9.233520974
757	9.185692372
758	9.165785286
759	9.131212288
760	9.080514287
761	9.035810947
762	8.997906195
763	8.98054228
764	8.962942174
765	8.943150057
766	8.926727419
767	8.887575632
768	8.853038737
769	8.838262832
770	8.799780378
771	8.753394408
772	8.705482149
773	8.669229056
774	8.619468274
775	8.588886574
776	8.565884025
777	8.536038513
778	8.516904149
779	8.46814812
780	8.438467613
781	8.407793227
782	8.365633646
783	8.325876993
784	8.310032706
785	8.275928596
786	8.229481947
787	8.204089697
788	8.183951323
789	8.135057468
790	8.100885099
791	8.07581521
792	8.038268864
793	8.02086987
794	7.996603418
795	7.978122927
796	7.937356763
797	7.913238543
798	7.903219114
799	7.878978057
800	7.859254366
801	7.845400965
802	7.828245186
803	7.792168269
804	7.767682311
805	7.747919996
806	7.732786544
807	7.704549804
808	7.688982643
809	7.67374183
810	7.628716422
811	7.580335565
812	7.536969989
813	7.486886168
814	7.478071658
815	7.436417852
816	7.414466398
817	7.38006782
818	7.343746654
819	7.306414571
820	7.280487272
821	7.25950277
822	7.203545222
823	7.1913071
824	7.16249719
825	7.144684157
826	7.120336225
827	7.100221637
828	7.085638749
829	7.064687
830	7.031416724
831	7.016855601
832	7.000802102
833	6.959294057
834	6.944830874
835	6.909369214
836	6.894860139
837	6.858018869
838	6.829275998
839	6.808076114
840	6.786907735
841	6.76796989
842	6.758783173
843	6.745326584
844	6.707847112
845	6.692624985
846	6.674106485
847	6.645318515
848	6.596346854
849	6.577022729
850	6.548296387
851	6.530026373
852	6.5044124
853	6.499275826
854	6.468706096
855	6.450373147
856	6.438320759
857	6.409968113
858	6.393846294
859	6.37464056
860	6.341882499
861	6.324993699
862	6.288604689
863	6.26790975
864	6.241288096
865	6.211108154
866	6.190568658
867	6.17705638
868	6.14726448
869	6.145210733
870	6.13166822
871	6.110716273
872	6.099696071
873	6.086884081
874	6.063440649
875	6.031381237
876	6.011411729
877	5.982180343
878	5.961862732
879	5.942179722
880	5.909999782
881	5.89572945
882	5.867666855
883	5.847906961
884	5.836184088
885	5.817584406
886	5.783320361
887	5.772631144
888	5.757194727
889	5.733649077
890	5.707938418
891	5.687807013
892	5.681213356
893	5.669327453
894	5.643214303
895	5.614944664
896	5.605923239
897	5.577683051
898	5.552085811
899	5.545525656
900	5.520185552
901	5.489006077
902	5.484589446
903	5.45307325
904	5.433109029
905	5.418652337
906	5.400381384
907	5.387576141
908	5.372426075
909	5.346660498
910	5.325519768
911	5.311494866
912	5.28873314
913	5.272884438
914	5.264855728
915	5.245162907
916	5.23843032
917	5.206060991
918	5.185697133
919	5.168068764
920	5.154534601
921	5.137237743
922	5.12468011
923	5.106248116
924	5.086145286
925	5.073121383
926	5.046638795
927	5.023891448
928	5.008149736
929	4.98023907
930	4.961530262
931	4.946760758
932	4.934071337
933	4.904376406
934	4.883490338
935	4.872834376
936	4.856547252
937	4.829766088
938	4.811757996
939	4.798532506
940	4.790614751
941	4.777801002
942	4.763015803
943	4.738865541
944	4.722615213
945	4.719973634
946	4.705942478
947	4.696327838
948	4.675245641
949	4.646635499
950	4.629729503
951	4.621789358
952	4.60308291
953	4.597849169
954	4.577444963
955	4.559525015
956	4.547905064
957	4.531678301
958	4.514700527
959	4.497799583
960	4.471272668
961	4.450814234
962	4.434095986
963	4.409085635
964	4.39274766
965	4.370780369
966	4.342408276
967	4.331952594
968	4.317375111
969	4.306741246
970	4.284771195
971	4.27962741
972	4.262457212
973	4.259908176
974	4.244811276
975	4.235353538
976	4.218241183
977	4.202695486
978	4.183724174
979	4.168646833
980	4.147105884
981	4.13928542
982	4.121368587
983	4.101047758
984	4.092599673
985	4.086577733
986	4.073546885
987	4.055294171
988	4.047842379
989	4.028238644
990	4.020019324
991	4.004688664
992	3.990226771
993	3.974634492
994	3.945697085
995	3.938031359
996	3.921530739
997	3.904622556
998	3.900426689
999	3.882972935
